first_name,last_name,series,episode,signature_bake,technical,show_stopper,baker_age,baker_occupation,hometown,result
Andrew,Smyth,7,3,Chocolate Barmbrack Bread,2,Braided Harvest Bread Basket,25,Aerospace engineer,"Derby / Holywood, County Down",IN
Benjamina,Ebuehi,7,3,"Chocolate, Tahini and Almond Babka",6,Braided Bread Heart,23,Teaching assistant,South London,IN
Candice,Brown,7,3,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",3,Italian Light and Dark Rye Twist,31,PE teacher,"Barton-Le-Clay, Bedfordshire",IN
Jane,Beedle,7,3,Chocolate and Cranberry Couronne,9,Chorizo and Chilli Flower with Parmesan and Pesto Centre,61,Garden designer,Beckenham,IN
Kate,Barmby,7,3,Cobbled Loaf,8,The Corn Maiden,37,Nurse,"Brooke, Norfolk",IN
Michael,Georgiou,7,3,Chocolate and Chilli Swirl Plait,7,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,20,Student,Durham,OUT
Rav,Bansal,7,3,"Chocolate, Cardamom and Hazelnut Loaf",10,Three Tier Diwali Bread Centrepiece,28,Student support,Erith,IN
Selasi,Gbormittah,7,3,"Chocolate, Orange and Cinnamon Bread",5,Bedouin Escape Tear and Share Bread,30,Client service associate,London,IN
Tom,Gilliford,7,3,Chocolate Orange and Chilli Swirl Bread,4,Jörmungandr and Mjölnir,26,Project engagement manager,Rochdale,STAR BAKER
Val,Stones,7,3,Double Chocolate Cinnamon Twist Loaf,1,"""And They All Went Into The Ark To Get Out Of The Rain""",66,"Semi-retired, Substitute teacher",Yeovil,IN
Andrew,Smyth,7,4,Yorkshire 'Tapas' Puddings,4,Churros Window Box,25,Aerospace engineer,"Derby / Holywood, County Down",IN
Benjamina,Ebuehi,7,4,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",1,Tropical Churros,23,Teaching assistant,South London,STAR BAKER
Candice,Brown,7,4,Yorkshire Wellingtons,2,Two-Way Peanut Butter Churros,31,PE teacher,"Barton-Le-Clay, Bedfordshire",IN
Jane,Beedle,7,4,Meat and Two Veg Yorkshires,3,Pistachio and White Chocolate Churros,61,Garden designer,Beckenham,IN
Kate,Barmby,7,4,Christmas Dinner Compromise,7,Hot Cross Bunny Churros,37,Nurse,"Brooke, Norfolk",OUT
Rav,Bansal,7,4,Thai Tofu Panang Yorkshires,9,Three Dip Matcha Pistachio Churros,28,Student support,Erith,IN
Selasi,Gbormittah,7,4,Perfect Sunday Roast Accompaniment,8,Lemon and Anise Churros,30,Client service associate,London,IN
Tom,Gilliford,7,4,West Yorkshire Fusion Puddings,5,Fennel Churros Snake In The Grass,26,Project engagement manager,Rochdale,IN
Val,Stones,7,4,Mum's Chilli Yorkshire Puddings,6,Orange Chocolate Churros,66,"Semi-retired, Substitute teacher",Yeovil,IN
Andrew,Smyth,7,5,Mum and Dad's Breakfast Pastries,6,Spicy Chorizo Squash Parcels and Baklava Bites,25,Aerospace engineer,"Derby / Holywood, County Down",IN
Benjamina,Ebuehi,7,5,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,5,Plantain and Spinach Samosas and Chai Pear Cups,23,Teaching assistant,South London,IN
Candice,Brown,7,5,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish",2,"Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",31,PE teacher,"Barton-Le-Clay, Bedfordshire",STAR BAKER
Jane,Beedle,7,5,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish",1,"Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",61,Garden designer,Beckenham,IN
Rav,Bansal,7,5,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",8,Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,28,Student support,Erith,IN
